epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.2642356753349304,2.103998899459839,0.5029338002204895,1.7998331785202026,9.999999747378752e-05
2,0.45194897055625916,1.45246160030365,0.6194467544555664,1.4027072191238403,9.999999747378752e-05
3,0.5566732287406921,1.0945329666137695,0.6772841811180115,1.155959963798523,9.999999747378752e-05
4,0.6173881888389587,0.9219533205032349,0.7116513252258301,1.0156477689743042,9.999999747378752e-05
5,0.6443326473236084,0.8069451451301575,0.743503749370575,0.8987616300582886,9.999999747378752e-05
6,0.6807975769042969,0.7128510475158691,0.7552388906478882,0.8201109766960144,9.999999747378752e-05
7,0.7027124166488647,0.6507477164268494,0.7720033526420593,0.7605960369110107,9.999999747378752e-05
8,0.7190587520599365,0.602624773979187,0.7854149341583252,0.7043838500976562,9.999999747378752e-05
9,0.7355846762657166,0.5582894086837769,0.7912824749946594,0.6779075264930725,9.999999747378752e-05
10,0.7490569353103638,0.5360231995582581,0.8046940565109253,0.6330939531326294,9.999999747378752e-05
11,0.755164384841919,0.5262082815170288,0.8063704967498779,0.6149061918258667,9.999999747378752e-05
12,0.7675588130950928,0.47080570459365845,0.8147526979446411,0.588863730430603,9.999999747378752e-05
13,0.7709717750549316,0.46010497212409973,0.8189438581466675,0.5745511651039124,9.999999747378752e-05
14,0.7839051485061646,0.4338943660259247,0.8264878392219543,0.5381850004196167,9.999999747378752e-05
15,0.792168140411377,0.4165078401565552,0.8306789398193359,0.5244777798652649,9.999999747378752e-05
16,0.7962996363639832,0.41255220770835876,0.8306789398193359,0.5212215185165405,9.999999747378752e-05
17,0.7954014539718628,0.3851616382598877,0.8382229804992676,0.509509265422821,9.999999747378752e-05
18,0.8117477893829346,0.37482401728630066,0.8440905213356018,0.4982801079750061,9.999999747378752e-05
19,0.8085144758224487,0.3676739037036896,0.8440905213356018,0.4825041890144348,9.999999747378752e-05
20,0.8173163533210754,0.3556813895702362,0.8449287414550781,0.4735623002052307,9.999999747378752e-05
