epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.18897071480751038,2.3310086727142334,0.40821459889411926,1.8619951009750366,9.999999747378752e-05
2,0.3499191701412201,1.6520518064498901,0.5624476075172424,1.4602400064468384,9.999999747378752e-05
3,0.47458237409591675,1.268772006034851,0.656328558921814,1.2016472816467285,9.999999747378752e-05
4,0.5245195031166077,1.0905158519744873,0.6831517219543457,1.0816725492477417,9.999999747378752e-05
5,0.5746362209320068,0.963421642780304,0.7242246270179749,0.9321001768112183,9.999999747378752e-05
6,0.6150529980659485,0.8726603388786316,0.7342833280563354,0.8854652047157288,9.999999747378752e-05
7,0.6418178677558899,0.8018026351928711,0.7527242302894592,0.8333995342254639,9.999999747378752e-05
8,0.6536734104156494,0.7269912362098694,0.7661358118057251,0.7715598940849304,9.999999747378752e-05
9,0.6682234406471252,0.6931078433990479,0.7678122520446777,0.7499380111694336,9.999999747378752e-05
10,0.6991198062896729,0.6385026574134827,0.7845767140388489,0.7071353197097778,9.999999747378752e-05
11,0.6989401578903198,0.612562358379364,0.795473575592041,0.6643281579017639,9.999999747378752e-05
12,0.7206754088401794,0.5618836879730225,0.7988265156745911,0.6530005931854248,9.999999747378752e-05
13,0.7138494849205017,0.5722271800041199,0.7937971353530884,0.6526153087615967,9.999999747378752e-05
14,0.7325310111045837,0.5196338891983032,0.80134117603302,0.6160652041435242,9.999999747378752e-05
15,0.7402550578117371,0.5130062103271484,0.8063704967498779,0.6096359491348267,9.999999747378752e-05
16,0.7544458508491516,0.49672770500183105,0.8139144778251648,0.6045567989349365,9.999999747378752e-05
17,0.7431291341781616,0.4889829754829407,0.8181056380271912,0.5714156627655029,9.999999747378752e-05
18,0.7711514234542847,0.4498455822467804,0.8189438581466675,0.5566220283508301,9.999999747378752e-05
19,0.7713310718536377,0.438664048910141,0.8231349587440491,0.5529281497001648,9.999999747378752e-05
20,0.7815699577331543,0.40715986490249634,0.8197820782661438,0.5477694869041443,9.999999747378752e-05
