epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.18789294362068176,2.0517942905426025,0.22632020711898804,2.0524489879608154,9.999999747378752e-05
2,0.2910005450248718,1.6292012929916382,0.3025984764099121,1.8777133226394653,9.999999747378752e-05
3,0.3657265901565552,1.3770201206207275,0.36881810426712036,1.695855975151062,9.999999747378752e-05
4,0.438836008310318,1.1706531047821045,0.41575857996940613,1.606113314628601,9.999999747378752e-05
5,0.49721574783325195,0.9938966035842896,0.41156747937202454,1.6252317428588867,9.999999747378752e-05
6,0.5518232583999634,0.8705011606216431,0.4442581832408905,1.5103551149368286,9.999999747378752e-05
7,0.5974492430686951,0.73858243227005,0.4870075583457947,1.422942876815796,9.999999747378752e-05
8,0.6445122957229614,0.6357449889183044,0.4979044497013092,1.3816035985946655,9.999999747378752e-05
9,0.6913956999778748,0.5587300062179565,0.4920368790626526,1.4653072357177734,9.999999747378752e-05
10,0.7174420952796936,0.4793524146080017,0.542330265045166,1.3580069541931152,9.999999747378752e-05
11,0.7614514231681824,0.4156597852706909,0.5280804634094238,1.426013469696045,9.999999747378752e-05
12,0.7873181104660034,0.37139078974723816,0.5590947270393372,1.3411861658096313,9.999999747378752e-05
13,0.8103107810020447,0.3157579302787781,0.5582565069198608,1.3558542728424072,9.999999747378752e-05
14,0.8318663835525513,0.27351945638656616,0.5716680884361267,1.3249431848526,9.999999747378752e-05
15,0.855218231678009,0.23650933802127838,0.5674769282341003,1.351785659790039,9.999999747378752e-05
16,0.8713849186897278,0.22217851877212524,0.5683151483535767,1.3858152627944946,9.999999747378752e-05
17,0.8952757120132446,0.18309316039085388,0.5817267298698425,1.378052830696106,2.9999999242136255e-05
18,0.9017423987388611,0.16430051624774933,0.5699915885925293,1.3822633028030396,2.9999999242136255e-05
19,0.916651725769043,0.1503322720527649,0.572506308555603,1.402702808380127,8.999999408842996e-06
