epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.2805820107460022,2.119767904281616,0.5557418465614319,1.4450960159301758,9.999999747378752e-05
2,0.504580557346344,1.2260252237319946,0.659681499004364,1.093182921409607,9.999999747378752e-05
3,0.6053529977798462,0.9066470861434937,0.7359597682952881,0.8427540063858032,9.999999747378752e-05
4,0.6786419749259949,0.7331994771957397,0.7862531542778015,0.7024310231208801,9.999999747378752e-05
5,0.7134901881217957,0.6289049983024597,0.7996647357940674,0.6560126543045044,9.999999747378752e-05
6,0.7350457906723022,0.5578823685646057,0.8239731788635254,0.5884990096092224,9.999999747378752e-05
7,0.7636069655418396,0.47958168387413025,0.8248113989830017,0.5836131572723389,9.999999747378752e-05
8,0.7803125381469727,0.43595564365386963,0.8432523012161255,0.5087403059005737,9.999999747378752e-05
9,0.8004311323165894,0.3940449059009552,0.8507962822914124,0.48181816935539246,9.999999747378752e-05
10,0.818034827709198,0.35930517315864563,0.8482816219329834,0.4688226878643036,9.999999747378752e-05
11,0.827375590801239,0.3249896466732025,0.8633696436882019,0.4276745021343231,9.999999747378752e-05
12,0.8403089642524719,0.3026305139064789,0.8683989644050598,0.4109055697917938,9.999999747378752e-05
13,0.8451589941978455,0.28613966703414917,0.8683989644050598,0.3943958878517151,9.999999747378752e-05
14,0.8523441553115845,0.2623364329338074,0.8776194453239441,0.37919455766677856,9.999999747378752e-05
15,0.8640201091766357,0.256399542093277,0.8792958855628967,0.37724289298057556,9.999999747378752e-05
16,0.8677923679351807,0.23662547767162323,0.8792958855628967,0.3664814531803131,9.999999747378752e-05
17,0.8809053301811218,0.22079916298389435,0.8893545866012573,0.34630483388900757,9.999999747378752e-05
18,0.8787497878074646,0.20998139679431915,0.885163426399231,0.35864871740341187,9.999999747378752e-05
19,0.8816238641738892,0.1972741335630417,0.8893545866012573,0.3355046808719635,9.999999747378752e-05
20,0.8950961232185364,0.18857422471046448,0.89103102684021,0.3364507257938385,9.999999747378752e-05
