epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.21591521799564362,2.2752482891082764,0.40821459889411926,1.8264245986938477,9.999999747378752e-05
2,0.38099515438079834,1.5936447381973267,0.5339480042457581,1.487781047821045,9.999999747378752e-05
3,0.47458237409591675,1.2501311302185059,0.6261525750160217,1.2354003190994263,9.999999747378752e-05
4,0.5491287708282471,1.0558267831802368,0.6747694611549377,1.067016363143921,9.999999747378752e-05
5,0.5834380984306335,0.9177703261375427,0.7015926241874695,0.9703750610351562,9.999999747378752e-05
6,0.6155918836593628,0.8562020063400269,0.7351215481758118,0.8740876913070679,9.999999747378752e-05
7,0.6448715925216675,0.7821258902549744,0.7443419694900513,0.8256032466888428,9.999999747378752e-05
8,0.6745104789733887,0.7124892473220825,0.7544006705284119,0.7743389010429382,9.999999747378752e-05
9,0.6719956994056702,0.6907799243927002,0.7611064314842224,0.7366792559623718,9.999999747378752e-05
10,0.6933716535568237,0.6353627443313599,0.7745180130004883,0.7083163857460022,9.999999747378752e-05
11,0.7023531794548035,0.6209207773208618,0.7829002737998962,0.6794143915176392,9.999999747378752e-05
12,0.7183402180671692,0.5835005044937134,0.7963117957115173,0.6443064212799072,9.999999747378752e-05
13,0.7269624471664429,0.5533632040023804,0.79798823595047,0.6257742047309875,9.999999747378752e-05
14,0.7341476678848267,0.5169669389724731,0.7988265156745911,0.5979132652282715,9.999999747378752e-05
15,0.7368420958518982,0.5287504196166992,0.8030176162719727,0.6122298836708069,9.999999747378752e-05
16,0.7540865540504456,0.48900577425956726,0.8030176162719727,0.5968478322029114,9.999999747378752e-05
17,0.7574995756149292,0.4641740024089813,0.8113998174667358,0.5747913718223572,9.999999747378752e-05
18,0.7731273770332336,0.4484265446662903,0.8139144778251648,0.5595253705978394,9.999999747378752e-05
19,0.7725884914398193,0.43628546595573425,0.8181056380271912,0.5514932870864868,9.999999747378752e-05
20,0.772049605846405,0.43354225158691406,0.8222967386245728,0.5408229827880859,9.999999747378752e-05
