epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.8392311930656433,0.29006898403167725,0.8792958855628967,0.35551708936691284,9.999999747378752e-06
2,0.8562960028648376,0.2614626884460449,0.8834869861602783,0.3526252806186676,9.999999747378752e-06
3,0.8641997575759888,0.24082650244235992,0.8901928067207336,0.3403460383415222,9.999999747378752e-06
4,0.8794683218002319,0.2096921056509018,0.8960603475570679,0.3250106871128082,9.999999747378752e-06
5,0.8888090252876282,0.19129648804664612,0.9044426083564758,0.3121638000011444,9.999999747378752e-06
6,0.8981497883796692,0.1862821877002716,0.8994132280349731,0.31220921874046326,9.999999747378752e-06
7,0.9013831615447998,0.15827615559101105,0.8977367877960205,0.30477583408355713,9.999999747378752e-06
8,0.9080294370651245,0.14839139580726624,0.9036043882369995,0.29753124713897705,9.999999747378752e-06
