class_index,class_name,weight,cap
0,Ceramic,1.0244755244755244,10
1,Glass,10.0,10
2,Metal,2.239340305711987,10
3,Mixed,0.303230023421755,10
4,Organic,1.8606283422459893,10
5,Paper,0.7148176682074987,10
6,Plastic,0.40038837744533945,10
7,Rubber,2.750494071146245,10
8,Styrofoam,6.024891774891775,10
9,Textile,0.9962419470293487,10
10,Wood,4.3255633255633255,10
